165	135	1.0
135	164	1.0
164	134	1.0
134	163	1.0
163	133	1.0
133	162	1.0
162	132	1.0
132	161	1.0
161	131	1.0
131	160	1.0
160	130	1.0
130	159	1.0
159	129	1.0
129	158	1.0
158	128	1.0
128	157	1.0
157	127	1.0
127	156	1.0
156	126	1.0
126	155	1.0
155	125	1.0
125	154	1.0
154	124	1.0
124	153	1.0
153	123	1.0
123	152	1.0
152	122	1.0
122	151	1.0
151	121	1.0
121	150	1.0
150	120	1.0
120	149	1.0
149	119	1.0
119	148	1.0
148	118	1.0
118	147	1.0
147	117	1.0
117	146	1.0
146	116	1.0
