0	1	1.0
0	2	1.0
1	3	1.0
1	2	1.0
2	3	1.0
2	4	1.0
3	5	1.0
3	4	1.0
4	5	1.0
4	6	1.0
5	7	1.0
5	6	1.0
6	7	1.0
6	8	1.0
7	9	1.0
7	8	1.0
8	9	1.0
8	10	1.0
9	11	1.0
9	10	1.0
10	11	1.0
10	12	1.0
11	13	1.0
11	12	1.0
12	13	1.0
12	14	1.0
13	15	1.0
13	14	1.0
14	15	1.0
14	16	1.0
15	17	1.0
15	16	1.0
16	17	1.0
16	18	1.0
17	19	1.0
17	18	1.0
18	19	1.0
18	20	1.0
19	21	1.0
19	20	1.0
20	21	1.0
20	22	1.0
21	23	1.0
21	22	1.0
22	23	1.0
22	24	1.0
23	25	1.0
23	24	1.0
24	25	1.0
24	26	1.0
25	27	1.0
25	26	1.0
26	27	1.0
26	28	1.0
27	29	1.0
27	28	1.0
28	29	1.0
28	30	1.0
29	31	1.0
30	31	1.0
30	32	1.0
31	33	1.0
31	28	1.0
32	33	1.0
32	34	1.0
33	35	1.0
33	30	1.0
35	32	1.0
37	34	1.0
39	36	1.0
41	38	1.0
43	40	1.0
45	42	1.0
47	44	1.0
49	46	1.0
51	48	1.0
53	50	1.0
55	52	1.0
57	54	1.0
34	35	1.0
34	36	1.0
35	37	1.0
36	37	1.0
36	38	1.0
37	39	1.0
38	39	1.0
38	40	1.0
39	41	1.0
40	41	1.0
40	42	1.0
41	43	1.0
42	43	1.0
42	44	1.0
43	45	1.0
44	45	1.0
44	46	1.0
45	47	1.0
46	47	1.0
46	48	1.0
47	49	1.0
48	49	1.0
48	50	1.0
49	51	1.0
50	51	1.0
50	52	1.0
51	53	1.0
52	53	1.0
52	54	1.0
53	55	1.0
54	55	1.0
54	56	1.0
55	57	1.0
56	57	1.0
58	59	1.0
58	60	1.0
59	61	1.0
60	61	1.0
60	62	1.0
61	63	1.0
62	63	1.0
62	64	1.0
63	65	1.0
64	65	1.0
64	66	1.0
65	67	1.0
66	67	1.0
66	68	1.0
67	69	1.0
68	69	1.0
68	70	1.0
69	71	1.0
70	71	1.0
70	72	1.0
71	73	1.0
72	73	1.0
72	74	1.0
73	75	1.0
74	75	1.0
74	76	1.0
75	77	1.0
76	77	1.0
76	78	1.0
77	79	1.0
78	79	1.0
78	80	1.0
79	81	1.0
80	81	1.0
80	82	1.0
81	83	1.0
82	83	1.0
82	84	1.0
83	85	1.0
84	85	1.0
84	86	1.0
85	87	1.0
86	87	1.0
86	88	1.0
87	89	1.0
88	89	1.0
88	90	1.0
89	91	1.0
90	91	1.0
90	92	1.0
91	93	1.0
92	93	1.0
92	94	1.0
93	95	1.0
94	95	1.0
94	96	1.0
95	97	1.0
96	97	1.0
96	98	1.0
97	99	1.0
98	99	1.0
98	100	1.0
99	101	1.0
100	101	1.0
100	102	1.0
101	103	1.0
102	103	1.0
102	104	1.0
103	105	1.0
104	105	1.0
104	106	1.0
105	107	1.0
106	107	1.0
106	108	1.0
107	109	1.0
108	109	1.0
108	110	1.0
109	111	1.0
110	111	1.0
110	112	1.0
111	113	1.0
112	113	1.0
112	114	1.0
113	115	1.0
114	115	1.0
1	59	1.0
1	61	1.0
3	59	1.0
3	61	1.0
3	63	1.0
5	61	1.0
5	63	1.0
5	65	1.0
7	63	1.0
7	65	1.0
7	67	1.0
9	65	1.0
9	67	1.0
9	69	1.0
11	67	1.0
11	69	1.0
11	71	1.0
13	69	1.0
13	71	1.0
13	73	1.0
15	71	1.0
15	73	1.0
15	75	1.0
17	73	1.0
17	75	1.0
17	77	1.0
19	75	1.0
19	77	1.0
19	79	1.0
21	77	1.0
21	79	1.0
21	81	1.0
23	79	1.0
23	81	1.0
23	83	1.0
25	81	1.0
25	83	1.0
25	85	1.0
27	83	1.0
27	85	1.0
27	87	1.0
29	85	1.0
29	87	1.0
29	89	1.0
31	87	1.0
31	89	1.0
31	91	1.0
33	89	1.0
33	91	1.0
33	93	1.0
35	91	1.0
35	93	1.0
35	95	1.0
37	93	1.0
37	95	1.0
37	97	1.0
39	95	1.0
39	97	1.0
39	99	1.0
41	97	1.0
41	99 	1.0
41	101 	1.0
43	99 	1.0
43	101	1.0
43	103	1.0
45	101	1.0
45	103	1.0
45	105	1.0
47	103	1.0
47	105	1.0
47	107	1.0
49	105	1.0
49	107	1.0
49	109	1.0
51	107	1.0
51	109	1.0
51	111	1.0
53	109	1.0
53	111	1.0
53	113	1.0
55	111	1.0
55	113	1.0
55	115	1.0
57	113	1.0
57	115	1.0
0	58	1.0
0	60	1.0
2	58	1.0
2	60	1.0
2	62	1.0
4	60	1.0
4	62	1.0
4	64	1.0
6	62	1.0
6	64	1.0
6	66	1.0
8	64	1.0
8	66	1.0
8	68	1.0
10	66	1.0
10	68	1.0
10	70	1.0
12	68	1.0
12	70	1.0
12	72	1.0
14	70	1.0
14	72	1.0
14	74	1.0
16	72	1.0
16	74	1.0
16	76	1.0
18	74	1.0
18	76	1.0
18	78	1.0
20	76	1.0
20	78	1.0
20	80	1.0
22	78	1.0
22	80	1.0
22	82	1.0
24	80	1.0
24	82	1.0
24	84	1.0
26	82	1.0
26	84	1.0
26	86	1.0
28	84	1.0
28	86	1.0
28	88	1.0
30	86	1.0
30	88	1.0
30	90	1.0
32	88	1.0
32	90	1.0
32	92	1.0
34	90	1.0
34	92	1.0
34	94	1.0
36	92	1.0
36	94	1.0
36	96	1.0
38	94	1.0
38	96	1.0
38	98	1.0
40	96	1.0
40	98	1.0
40	100	1.0
42	98	1.0
42	100	1.0
42	102	1.0
44	100	1.0
44	102	1.0
44	104	1.0
46	102	1.0
46	104	1.0
46	106	1.0
48	104	1.0
48	106	1.0
48	108	1.0
50	106	1.0
50	108	1.0
50	110	1.0
52	108	1.0
52	110	1.0
52	112	1.0
54	110	1.0
54	112	1.0
54	114	1.0
56	112	1.0
56	114	1.0
116	117	1.0
116	0	1.0
117	2	1.0
118	4	1.0
119	6	1.0
120	8	1.0
121	10	1.0
122	12	1.0
123	14	1.0
124	16	1.0
125	18	1.0
126	20	1.0
127	22	1.0
128	24	1.0
129	26	1.0
130	28	1.0
131	30	1.0
132	32	1.0
133	34	1.0
134	36	1.0
135	38	1.0
136	40	1.0
137	42	1.0
138	44	1.0
139	46	1.0
140	48	1.0
141	50	1.0
142	52	1.0
143	54	1.0
144	56	1.0
145	58	1.0
146	60	1.0
147	62	1.0
148	64	1.0
149	66	1.0
150	68	1.0
151	70	1.0
152	72	1.0
153	74	1.0
154	76	1.0
155	78	1.0
156	80	1.0
157	82	1.0
158	84	1.0
159	86	1.0
160	88	1.0
161	90	1.0
162	92	1.0
163	94	1.0
164	96	1.0
165	98	1.0
166	100	1.0
167	102	1.0
168	104	1.0
169	106	1.0
170	108	1.0
171	110	1.0
172	112	1.0
173	114	1.0
117	118	1.0
118	119	1.0
119	120	1.0
120	121	1.0
121	122	1.0
122	123	1.0
123	124	1.0
124	125	1.0
125	126	1.0
126	127	1.0
127	128	1.0
128	129	1.0
129	130	1.0
130	131	1.0
131	132	1.0
132	133	1.0
133	134	1.0
134	135	1.0
135	136	1.0
136	137	1.0
137	138	1.0
138	139	1.0
139	140	1.0
140	141	1.0
141	142	1.0
142	143	1.0
143	144	1.0
145	146	1.0
146	147	1.0
147	148	1.0
148	149	1.0
149	150	1.0
150	151	1.0
151	152	1.0
152	153	1.0
153	154	1.0
154	155	1.0
155	156	1.0
156	157	1.0
157	158	1.0
158	159	1.0
159	160	1.0
160	161	1.0
161	162	1.0
162	163	1.0
163	164	1.0
164	165	1.0
165	166	1.0
166	167	1.0
167	168	1.0
168	169	1.0
169	170	1.0
170	171	1.0
171	172	1.0
172	173	1.0
144	173	1.0
116	145	1.0
144	173	1.0
144	172	1.0
173	143	1.0
143	172	1.0
142	171	1.0
171	141	1.0
141	170	1.0
170	140	1.0
140	169	1.0
169	139	1.0
139	168	1.0
168	138	1.0
138	167	1.0
167	137	1.0
137	166	1.0
166	136	1.0
136	165	1.0
